country,house_style,climate_zone,plot_length_ft,plot_width_ft,num_floors,floor_height_ft,num_bedrooms,num_bathrooms,num_living_rooms,has_kitchen,has_dining,has_garage,has_garden,has_balcony,has_basement,has_swimming_pool,wall_material,roof_type,floor_material,num_windows,num_doors,window_type,quality_grade,year_built,furniture_included,furniture_style,plot_area_sqft,plot_area_cents,building_footprint,total_built_area,total_rooms,construction_cost_usd,construction_days,cost_per_sqft
Australia,Cottage,Temperate,54.9,42.0,2,10,4,1,1,1,1,0,1,1,0,0,Concrete Block,Gable,Ceramic Tile,14,18,Floor to Ceiling,Premium,1983,1,Minimalist,2305.7999999999997,5.29,1604.0,3208.0,8,640692.0,188,199.72
Australia,Mediterranean,Continental,127.3,27.6,1,12,5,4,1,1,1,1,1,1,0,1,Red Brick,Flat,Laminate,24,9,Casement,Standard,1995,1,Minimalist,3513.48,8.07,1942.0,1942.0,13,403969.0,155,208.02
India,Mediterranean,Continental,86.3,84.2,2,10,4,2,1,1,1,1,1,1,0,0,Red Brick,Hip,Ceramic Tile,18,17,Casement,Premium,1962,1,Minimalist,7266.46,16.68,4054.0,8108.0,10,599749.0,353,73.97
USA,Minimalist,Arid,139.9,78.0,3,12,2,2,2,1,1,0,1,0,0,0,Concrete Block,Flat,Vinyl,23,5,Sliding,Premium,2005,1,Contemporary,10912.2,25.05,6146.0,18438.0,8,3425007.0,663,185.76
USA,Craftsman,Mediterranean,122.3,68.9,2,11,4,2,1,1,1,1,1,1,0,0,Concrete Block,Hip,Vinyl,20,7,Double Hung,Premium,1965,0,Contemporary,8426.470000000001,19.34,5413.0,10826.0,10,1727501.0,427,159.57
USA,Mediterranean,Temperate,118.4,43.4,2,11,2,3,1,1,1,1,0,0,0,0,Red Brick,Hip,Ceramic Tile,25,10,Double Hung,Standard,1979,0,Modern,5138.56,11.8,2765.0,5530.0,9,968835.0,260,175.2
Canada,Contemporary,Arid,42.2,47.5,3,9,6,4,2,1,1,0,1,1,0,0,Wood Frame,Hip,Laminate,29,11,Casement,Premium,1990,0,Traditional,2004.5000000000002,4.6,905.0,2715.0,14,627687.0,195,231.19
USA,Traditional,Temperate,34.3,116.1,2,10,3,3,1,1,1,1,1,1,1,0,Concrete Block,Gable,Marble,18,19,Casement,Standard,1967,1,Contemporary,3982.2299999999996,9.14,1652.0,3304.0,10,457654.0,213,138.52
USA,Minimalist,Mediterranean,68.0,26.9,3,11,4,2,1,1,1,1,0,1,0,0,Concrete Block,Gable,Hardwood,22,17,Sliding,Premium,1982,1,Rustic,1829.1999999999998,4.2,850.0,2550.0,10,536588.0,189,210.43
France,Cottage,Continental,56.1,59.5,1,10,3,3,1,1,1,1,1,1,1,0,Concrete Block,Hip,Marble,28,10,Sliding,Economy,2018,1,Traditional,3337.9500000000003,7.66,1679.0,1679.0,10,258413.0,138,153.91
UK,Mediterranean,Tropical,115.5,28.7,1,11,3,4,2,1,1,1,1,1,1,1,Concrete Block,Gable,Hardwood,25,9,Casement,Luxury,2013,0,Rustic,3314.85,7.61,2297.0,2297.0,12,721066.0,179,313.92
India,Ranch,Temperate,84.1,43.2,1,10,4,4,1,1,0,1,1,1,0,0,Red Brick,Flat,Granite,22,18,Casement,Economy,1999,0,Modern,3633.12,8.34,1821.0,1821.0,11,74905.0,125,41.13
USA,Cottage,Continental,92.8,113.6,2,11,1,2,1,1,0,1,1,1,0,0,Stone,Gable,Laminate,14,15,Floor to Ceiling,Economy,1982,1,Rustic,10542.08,24.2,6690.0,13380.0,6,2729794.0,497,204.02
Italy,Craftsman,Temperate,127.6,39.2,1,9,3,2,1,1,0,1,0,1,0,0,Wood Frame,Flat,Hardwood,7,5,Double Hung,Premium,1982,0,Traditional,5001.92,11.48,2129.0,2129.0,8,538870.0,144,253.11
Canada,Contemporary,Temperate,87.4,82.1,3,10,1,3,1,1,1,0,0,1,1,0,Red Brick,Flat,Laminate,12,7,Double Hung,Premium,1998,0,Modern,7175.54,16.47,4986.0,14958.0,7,3413750.0,590,228.22
Canada,Modern,Temperate,95.4,58.0,3,10,4,2,2,1,1,1,0,1,1,0,Stone,Flat,Granite,26,17,Casement,Luxury,1990,1,Minimalist,5533.200000000001,12.7,2445.0,7335.0,11,4017345.0,357,547.7
India,Victorian,Mediterranean,131.1,85.1,2,12,3,4,1,1,0,1,1,1,1,0,Wood Frame,Gable,Ceramic Tile,24,6,Floor to Ceiling,Economy,1980,1,Contemporary,11156.609999999999,25.61,5427.0,10854.0,10,605070.0,431,55.75
Spain,Ranch,Arid,81.8,106.0,2,12,5,3,1,1,1,1,0,1,1,0,Wood Frame,Hip,Marble,21,6,Casement,Standard,2014,1,Modern,8670.8,19.91,3643.0,7286.0,12,1089485.0,331,149.53
USA,Minimalist,Temperate,40.0,52.2,2,10,6,1,1,1,1,0,1,1,0,0,AAC Block,Mansard,Laminate,13,16,Single Hung,Standard,2006,0,Rustic,2088.0,4.79,1328.0,2656.0,10,463174.0,182,174.39
USA,Traditional,Mediterranean,92.6,32.5,2,11,4,3,1,1,1,1,0,1,0,0,Wood Frame,Gable,Hardwood,27,10,Double Hung,Standard,2003,1,Modern,3009.5,6.91,1879.0,3758.0,11,582204.0,222,154.92
USA,Craftsman,Tropical,99.5,44.4,2,10,2,2,1,1,1,0,0,1,1,0,Concrete Block,Flat,Marble,21,11,Double Hung,Premium,1989,1,Rustic,4417.8,10.14,3066.0,6132.0,7,1231136.0,293,200.77
Japan,Craftsman,Arid,91.4,66.7,1,11,3,3,1,1,1,1,1,1,0,0,Stone,Shed,Ceramic Tile,22,18,Floor to Ceiling,Premium,2010,0,Traditional,6096.380000000001,14.0,2507.0,2507.0,10,1178416.0,146,470.05
India,Modern,Mediterranean,61.0,73.9,3,11,1,1,1,1,0,0,0,1,0,0,Stone,Mansard,Marble,24,8,Double Hung,Premium,1997,1,Minimalist,4507.900000000001,10.35,2049.0,6147.0,4,726211.0,314,118.14
India,Ranch,Tropical,56.8,114.5,1,10,4,1,1,1,1,1,1,1,0,0,Red Brick,Gable,Hardwood,15,15,Sliding,Standard,2024,0,Minimalist,6503.599999999999,14.93,4384.0,4384.0,9,194546.0,213,44.38
USA,Traditional,Arid,74.4,26.5,2,11,1,5,1,1,1,1,1,0,0,0,Concrete Block,Hip,Vinyl,22,11,Floor to Ceiling,Premium,1985,1,Traditional,1971.6000000000001,4.53,1190.0,2380.0,10,522869.0,181,219.69
India,Victorian,Mediterranean,49.9,97.0,2,10,5,3,1,1,1,0,1,1,0,0,Concrete Block,Flat,Marble,28,12,Sliding,Premium,1970,0,Contemporary,4840.3,11.11,2447.0,4894.0,11,230526.0,242,47.1
France,Colonial,Tropical,109.9,31.9,3,9,3,3,2,1,1,0,1,0,1,0,Stone,Flat,Ceramic Tile,15,14,Single Hung,Premium,1984,0,Contemporary,3505.81,8.05,2295.0,6885.0,10,2825698.0,339,410.41
India,Colonial,Mediterranean,103.8,32.4,1,12,3,3,2,1,0,1,1,0,1,0,Wood Frame,Shed,Granite,16,10,Floor to Ceiling,Standard,2022,1,Traditional,3363.12,7.72,1634.0,1634.0,10,130767.0,142,80.03
France,Craftsman,Tropical,105.9,87.1,2,10,2,3,1,1,1,1,1,0,0,1,Concrete Block,Hip,Hardwood,14,19,Casement,Premium,2018,1,Rustic,9223.89,21.18,4477.0,8954.0,9,1997184.0,385,223.05
USA,Ranch,Temperate,57.0,111.3,2,12,4,2,1,1,1,1,1,0,1,0,AAC Block,Flat,Hardwood,23,8,Casement,Economy,1960,0,Modern,6344.099999999999,14.56,3576.0,7152.0,10,765615.0,324,107.05
Canada,Modern,Temperate,59.6,52.3,2,10,3,3,2,1,0,1,1,1,0,0,Wood Frame,Hip,Ceramic Tile,15,11,Single Hung,Standard,1981,0,Modern,3117.08,7.16,2089.0,4178.0,10,654795.0,219,156.72
Japan,Craftsman,Arid,124.5,50.6,1,11,2,4,2,1,1,0,1,1,0,0,Red Brick,Shed,Marble,25,17,Single Hung,Economy,1994,1,Rustic,6299.7,14.46,3706.0,3706.0,10,616192.0,193,166.27
USA,Colonial,Tropical,112.8,83.7,2,10,3,2,1,1,1,1,1,0,1,1,Wood Frame,Gable,Ceramic Tile,6,18,Casement,Economy,2020,1,Contemporary,9441.36,21.67,6017.0,12034.0,9,1446381.0,493,120.19
USA,Craftsman,Temperate,135.0,98.7,1,10,5,2,1,1,1,0,1,0,0,0,Wood Frame,Gable,Laminate,25,16,Casement,Standard,1967,0,Contemporary,13324.5,30.59,8646.0,8646.0,10,1209781.0,339,139.92
Australia,Colonial,Arid,78.4,107.6,2,12,1,1,2,1,1,1,1,1,1,0,Wood Frame,Flat,Vinyl,20,10,Sliding,Economy,2005,1,Traditional,8435.84,19.37,5738.0,11476.0,7,1485278.0,460,129.42
Canada,Ranch,Continental,95.7,48.7,2,10,4,2,2,1,0,1,1,0,0,0,Stone,Mansard,Vinyl,11,13,Casement,Luxury,1994,1,Traditional,4660.59,10.7,2292.0,4584.0,10,2074024.0,243,452.45
India,Ranch,Temperate,118.7,95.3,3,11,3,2,1,1,1,1,1,1,0,0,Wood Frame,Hip,Vinyl,10,14,Casement,Economy,1995,1,Rustic,11312.11,25.97,7482.0,22446.0,9,1220098.0,792,54.36
UK,Modern,Temperate,146.9,54.2,1,11,4,3,1,1,1,1,1,0,0,0,Wood Frame,Shed,Ceramic Tile,26,9,Floor to Ceiling,Premium,1988,1,Rustic,7961.9800000000005,18.28,4891.0,4891.0,11,1313964.0,219,268.65
Canada,Minimalist,Mediterranean,148.8,76.8,2,9,3,2,2,1,1,0,1,1,0,0,Stone,Flat,Marble,28,6,Floor to Ceiling,Standard,2005,1,Contemporary,11427.84,26.23,7529.0,15058.0,9,3872082.0,552,257.14
Australia,Minimalist,Continental,149.9,43.1,1,10,3,2,2,1,0,1,1,0,0,0,Red Brick,Gable,Marble,7,14,Floor to Ceiling,Standard,1990,1,Modern,6460.6900000000005,14.83,4403.0,4403.0,9,808901.0,217,183.72
India,Craftsman,Tropical,136.9,38.9,1,10,4,1,2,1,1,1,1,1,0,0,Red Brick,Flat,Ceramic Tile,8,8,Floor to Ceiling,Premium,2009,0,Traditional,5325.41,12.23,2330.0,2330.0,10,161638.0,152,69.37
India,Craftsman,Arid,106.8,113.9,2,12,3,3,1,1,1,0,1,1,1,0,Wood Frame,Mansard,Hardwood,9,12,Single Hung,Economy,1997,0,Contemporary,12164.52,27.93,5930.0,11860.0,9,350268.0,472,29.53
USA,Craftsman,Continental,30.8,77.0,1,9,3,5,1,1,1,0,1,1,1,0,Red Brick,Flat,Marble,27,9,Floor to Ceiling,Standard,2002,0,Rustic,2371.6,5.44,1348.0,1348.0,11,227200.0,141,168.55
Australia,Modern,Tropical,113.9,25.4,1,9,3,3,1,1,1,1,1,1,0,0,Concrete Block,Hip,Ceramic Tile,6,5,Single Hung,Premium,1981,1,Modern,2893.06,6.64,1443.0,1443.0,10,346389.0,129,240.05
UK,Cottage,Temperate,58.6,100.4,2,10,3,4,2,1,1,1,1,0,1,0,Red Brick,Flat,Vinyl,17,19,Single Hung,Premium,2009,0,Rustic,5883.4400000000005,13.51,3605.0,7210.0,12,1854540.0,327,257.22
Italy,Craftsman,Arid,36.9,90.6,2,10,4,3,1,1,0,0,0,1,0,0,AAC Block,Gable,Vinyl,8,12,Double Hung,Economy,1995,1,Contemporary,3343.14,7.67,1688.0,3376.0,9,489666.0,203,145.04
India,Minimalist,Arid,113.7,56.0,1,9,3,2,1,1,1,1,0,0,0,0,Stone,Hip,Ceramic Tile,24,8,Single Hung,Premium,2018,1,Contemporary,6367.2,14.62,2948.0,2948.0,9,387230.0,175,131.35
India,Minimalist,Continental,120.7,69.1,2,12,5,5,1,1,1,1,1,0,0,0,AAC Block,Hip,Hardwood,26,17,Single Hung,Premium,1966,0,Rustic,8340.369999999999,19.15,5572.0,11144.0,14,702375.0,439,63.03
Japan,Traditional,Mediterranean,109.1,67.7,1,9,6,3,2,1,0,1,0,1,1,0,Concrete Block,Flat,Ceramic Tile,8,10,Sliding,Luxury,2020,0,Traditional,7386.07,16.96,4260.0,4260.0,13,1535185.0,220,360.37
Germany,Ranch,Tropical,73.8,51.1,3,9,3,4,2,1,1,1,1,1,0,0,Concrete Block,Hip,Ceramic Tile,13,8,Casement,Standard,1987,1,Rustic,3771.18,8.66,2318.0,6954.0,12,1292166.0,330,185.82
Spain,Cottage,Continental,91.3,118.2,2,10,4,2,1,1,0,0,1,1,1,1,Steel Frame,Gable,Laminate,8,15,Casement,Premium,2006,1,Modern,10791.66,24.77,5441.0,10882.0,8,3122478.0,466,286.94
India,Colonial,Mediterranean,142.2,76.7,1,10,3,2,1,1,1,0,1,1,1,0,Red Brick,Gable,Hardwood,8,12,Floor to Ceiling,Standard,1977,1,Minimalist,10906.74,25.04,7361.0,7361.0,8,524110.0,319,71.2
France,Minimalist,Mediterranean,117.6,110.2,1,9,3,3,2,1,1,1,1,1,1,1,Wood Frame,Shed,Hardwood,10,19,Sliding,Premium,2000,0,Modern,12959.52,29.75,7429.0,7429.0,11,1844550.0,343,248.29
Japan,Victorian,Mediterranean,90.6,80.6,1,12,3,4,1,1,1,1,1,0,0,1,Concrete Block,Flat,Marble,20,14,Casement,Standard,1990,0,Minimalist,7302.359999999999,16.76,3013.0,3013.0,11,541205.0,186,179.62
India,Victorian,Arid,101.2,90.6,1,9,3,4,2,1,0,1,0,0,0,0,Red Brick,Gable,Hardwood,20,14,Casement,Standard,1973,0,Traditional,9168.72,21.05,4771.0,4771.0,11,220420.0,228,46.2
USA,Minimalist,Tropical,141.3,27.8,2,9,3,5,1,1,1,1,1,1,0,0,Red Brick,Gable,Hardwood,11,19,Single Hung,Premium,2004,1,Contemporary,3928.1400000000003,9.02,1893.0,3786.0,12,1011054.0,217,267.05
India,Victorian,Tropical,77.3,73.6,3,11,2,5,1,1,0,1,1,1,1,0,Stone,Hip,Vinyl,10,5,Sliding,Luxury,1985,0,Modern,5689.28,13.06,3032.0,9096.0,10,1041505.0,411,114.5
USA,Mediterranean,Continental,42.2,93.5,2,10,2,3,1,1,1,1,1,0,1,0,Concrete Block,Flat,Vinyl,20,14,Floor to Ceiling,Premium,1970,1,Traditional,3945.7000000000003,9.06,2734.0,5468.0,9,1271580.0,284,232.55
Germany,Cottage,Temperate,69.1,36.6,2,11,3,3,1,1,1,1,1,1,1,0,Wood Frame,Gable,Ceramic Tile,16,18,Double Hung,Luxury,1993,1,Rustic,2529.06,5.81,1150.0,2300.0,10,748075.0,193,325.25
UK,Ranch,Continental,79.8,89.4,1,9,5,1,2,1,1,1,1,1,1,0,Stone,Flat,Laminate,15,10,Double Hung,Standard,1976,1,Modern,7134.12,16.38,4251.0,4251.0,11,1281857.0,227,301.54
Italy,Minimalist,Tropical,62.8,33.0,1,9,4,3,1,1,1,1,1,1,1,0,Wood Frame,Gable,Ceramic Tile,6,11,Floor to Ceiling,Standard,2002,0,Modern,2072.4,4.76,1034.0,1034.0,11,251814.0,123,243.53
Japan,Minimalist,Arid,93.5,101.7,1,10,4,1,2,1,1,1,1,1,0,0,Red Brick,Flat,Vinyl,22,9,Floor to Ceiling,Standard,2012,1,Contemporary,9508.95,21.83,3865.0,3865.0,10,984427.0,188,254.7
Australia,Colonial,Continental,66.6,117.9,1,11,3,1,2,1,1,1,1,1,0,0,Red Brick,Shed,Laminate,21,11,Casement,Standard,1987,1,Contemporary,7852.139999999999,18.03,3355.0,3355.0,9,720606.0,185,214.79
Japan,Cottage,Temperate,42.4,84.5,1,10,3,3,1,1,1,0,1,1,0,0,AAC Block,Hip,Ceramic Tile,18,8,Sliding,Premium,2010,0,Traditional,3582.7999999999997,8.22,2277.0,2277.0,9,769194.0,140,337.81
USA,Craftsman,Continental,52.6,32.3,2,10,1,4,1,1,1,1,1,1,0,0,Concrete Block,Gable,Granite,16,19,Single Hung,Standard,1969,0,Rustic,1698.9799999999998,3.9,807.0,1614.0,9,246651.0,150,152.82
India,Craftsman,Mediterranean,140.2,80.7,2,10,5,5,1,1,1,1,1,1,0,0,Red Brick,Gable,Marble,14,16,Floor to Ceiling,Standard,2021,1,Traditional,11314.14,25.97,7071.0,14142.0,14,918313.0,519,64.94
USA,Contemporary,Temperate,105.6,95.4,1,10,3,3,1,1,1,1,0,1,0,0,Concrete Block,Gable,Vinyl,8,9,Single Hung,Premium,1981,1,Modern,10074.24,23.13,6370.0,6370.0,10,1153379.0,272,181.06
Australia,Traditional,Mediterranean,67.7,113.6,1,10,5,3,1,1,1,1,0,1,0,0,Red Brick,Flat,Hardwood,11,15,Casement,Standard,2005,1,Traditional,7690.72,17.66,4063.0,4063.0,12,809171.0,209,199.16
India,Mediterranean,Arid,74.0,29.3,1,12,4,3,1,1,0,1,0,1,0,0,Concrete Block,Flat,Hardwood,25,6,Casement,Standard,2022,1,Contemporary,2168.2000000000003,4.98,1189.0,1189.0,10,80135.0,123,67.4
Spain,Modern,Tropical,89.2,98.6,1,11,4,3,2,1,0,0,0,0,0,0,Concrete Block,Hip,Marble,25,10,Floor to Ceiling,Luxury,2019,0,Modern,8795.119999999999,20.19,4972.0,4972.0,10,1039191.0,226,209.01
USA,Modern,Continental,110.8,37.6,2,11,3,3,2,1,1,1,1,1,0,1,Red Brick,Shed,Ceramic Tile,20,16,Sliding,Economy,2015,1,Traditional,4166.08,9.56,2354.0,4708.0,11,645853.0,260,137.18
USA,Contemporary,Continental,99.9,100.1,1,10,3,1,1,1,0,1,1,1,0,0,Wood Frame,Shed,Laminate,13,16,Floor to Ceiling,Luxury,1964,0,Modern,9999.99,22.96,5934.0,5934.0,7,1390607.0,257,234.35
India,Ranch,Mediterranean,141.9,109.4,2,10,4,1,1,1,1,1,1,1,1,1,Concrete Block,Hip,Laminate,6,10,Floor to Ceiling,Standard,1990,1,Traditional,15523.86,35.64,6250.0,12500.0,9,707055.0,522,56.56
Germany,Modern,Mediterranean,105.1,106.8,1,9,6,2,2,1,1,0,0,1,1,0,AAC Block,Hip,Marble,14,10,Sliding,Premium,1994,1,Modern,11224.679999999998,25.77,7106.0,7106.0,12,2299962.0,306,323.66
France,Craftsman,Tropical,139.3,87.0,2,10,5,4,1,1,1,1,1,1,1,0,Red Brick,Gable,Hardwood,9,6,Casement,Premium,2016,1,Contemporary,12119.1,27.82,7445.0,14890.0,13,4748818.0,560,318.93
India,Victorian,Continental,30.7,72.6,2,10,3,3,2,1,1,1,1,1,1,1,AAC Block,Hip,Ceramic Tile,9,15,Casement,Standard,1979,0,Minimalist,2228.8199999999997,5.12,1129.0,2258.0,11,190025.0,211,84.16
India,Traditional,Tropical,136.9,108.1,2,11,3,3,2,1,1,0,0,0,0,0,Concrete Block,Gable,Vinyl,8,14,Single Hung,Standard,1990,1,Minimalist,14798.89,33.97,8078.0,16156.0,10,730822.0,584,45.24
USA,Cottage,Mediterranean,116.6,74.3,2,10,3,2,1,1,0,1,1,0,0,0,Wood Frame,Gable,Ceramic Tile,6,19,Casement,Luxury,1988,1,Modern,8663.38,19.89,5912.0,11824.0,8,3421164.0,449,289.34
Italy,Craftsman,Mediterranean,50.7,43.1,3,10,3,4,1,1,1,1,1,1,0,0,AAC Block,Flat,Granite,15,11,Casement,Economy,1969,0,Modern,2185.17,5.02,1105.0,3315.0,11,434161.0,217,130.97
Australia,Colonial,Temperate,61.6,114.6,1,12,5,5,1,1,1,1,1,1,0,0,Wood Frame,Mansard,Hardwood,20,19,Floor to Ceiling,Luxury,1978,0,Contemporary,7059.36,16.21,3778.0,3778.0,14,1283599.0,200,339.76
UK,Cottage,Mediterranean,95.1,60.5,2,10,4,2,2,1,1,1,1,1,1,0,Wood Frame,Gable,Ceramic Tile,11,6,Floor to Ceiling,Standard,2001,1,Traditional,5753.549999999999,13.21,2992.0,5984.0,11,1180073.0,303,197.2
Japan,Modern,Mediterranean,45.0,84.3,2,10,4,2,2,1,1,1,1,1,0,0,Concrete Block,Shed,Laminate,14,5,Casement,Premium,1975,1,Contemporary,3793.5,8.71,1727.0,3454.0,11,923568.0,197,267.39
USA,Colonial,Tropical,124.2,43.9,3,9,3,2,2,1,1,1,1,1,1,0,Concrete Block,Gable,Vinyl,15,5,Casement,Standard,1976,0,Modern,5452.38,12.52,2712.0,8136.0,10,1150077.0,372,141.36
Italy,Cottage,Temperate,124.9,35.5,3,10,3,5,1,1,1,1,1,1,1,0,AAC Block,Gable,Marble,7,16,Single Hung,Standard,1971,1,Contemporary,4433.95,10.18,2227.0,6681.0,12,1484565.0,343,222.21
USA,Minimalist,Temperate,66.1,77.3,1,10,4,3,2,1,1,0,1,0,0,0,Wood Frame,Flat,Marble,17,14,Sliding,Standard,1994,1,Traditional,5109.53,11.73,2161.0,2161.0,11,324184.0,149,150.02
Australia,Mediterranean,Continental,38.4,77.7,3,9,3,3,2,1,0,0,1,0,0,0,AAC Block,Shed,Granite,12,14,Casement,Standard,1981,1,Traditional,2983.68,6.85,1528.0,4584.0,9,975543.0,267,212.81
USA,Craftsman,Arid,148.7,60.1,2,10,1,2,1,1,0,0,0,1,0,1,Red Brick,Shed,Laminate,21,12,Casement,Premium,2023,1,Minimalist,8936.869999999999,20.52,4555.0,9110.0,5,2253093.0,391,247.32
France,Colonial,Continental,60.1,54.6,3,10,2,4,1,1,1,1,0,0,0,0,Wood Frame,Gable,Ceramic Tile,18,7,Casement,Premium,2005,1,Traditional,3281.46,7.53,2173.0,6519.0,10,1539588.0,323,236.17
Spain,Contemporary,Continental,38.1,60.5,2,10,4,2,2,1,1,1,1,1,0,0,AAC Block,Gable,Ceramic Tile,17,15,Casement,Economy,1983,0,Modern,2305.05,5.29,1398.0,2796.0,11,318796.0,181,114.02
Australia,Mediterranean,Continental,69.6,100.5,1,11,3,3,1,1,0,1,1,1,0,0,Wood Frame,Hip,Granite,17,13,Floor to Ceiling,Premium,2018,1,Rustic,6994.799999999999,16.06,3198.0,3198.0,9,686306.0,174,214.6
Australia,Cottage,Temperate,146.3,59.0,2,10,3,2,1,1,1,0,1,1,1,0,Wood Frame,Gable,Vinyl,8,16,Double Hung,Luxury,1999,1,Minimalist,8631.7,19.82,5321.0,10642.0,8,3406293.0,430,320.08
Germany,Ranch,Tropical,125.2,112.5,2,10,3,3,2,1,0,1,1,1,1,1,Red Brick,Hip,Ceramic Tile,20,9,Double Hung,Premium,2019,1,Modern,14085.0,32.33,9341.0,18682.0,10,5466525.0,701,292.61
USA,Contemporary,Mediterranean,87.6,35.7,1,12,3,3,1,1,1,1,0,0,1,0,Red Brick,Hip,Ceramic Tile,8,7,Double Hung,Standard,2012,0,Modern,3127.32,7.18,1450.0,1450.0,10,265148.0,136,182.86
UK,Craftsman,Temperate,66.6,113.5,2,9,5,2,2,1,1,1,1,1,0,0,Concrete Block,Shed,Vinyl,21,15,Double Hung,Standard,1963,1,Modern,7559.099999999999,17.35,4381.0,8762.0,12,1300199.0,357,148.39
USA,Minimalist,Mediterranean,80.8,90.5,2,12,3,4,2,1,0,1,1,1,0,0,Wood Frame,Hip,Hardwood,7,8,Floor to Ceiling,Luxury,2002,0,Modern,7312.4,16.79,3564.0,7128.0,11,2062498.0,312,289.35
Italy,Colonial,Mediterranean,32.1,57.7,3,10,4,2,2,1,1,1,1,0,0,0,Red Brick,Flat,Ceramic Tile,15,16,Double Hung,Premium,2009,1,Minimalist,1852.17,4.25,803.0,2409.0,11,657419.0,184,272.9
India,Victorian,Arid,116.2,25.7,2,11,5,2,1,1,1,0,0,1,1,0,Concrete Block,Flat,Marble,7,16,Floor to Ceiling,Luxury,1963,0,Traditional,2986.34,6.86,1711.0,3422.0,10,261138.0,224,76.31
France,Colonial,Continental,42.0,101.2,2,10,3,2,1,1,1,1,0,1,1,0,Stone,Hip,Hardwood,19,6,Single Hung,Premium,1970,1,Contemporary,4250.400000000001,9.76,2964.0,5928.0,9,2401700.0,303,405.15
France,Mediterranean,Arid,92.3,117.1,3,10,1,4,1,1,1,0,1,1,0,0,AAC Block,Flat,Marble,15,18,Floor to Ceiling,Standard,1980,0,Contemporary,10808.33,24.81,6841.0,20523.0,8,3805136.0,742,185.41
USA,Colonial,Continental,97.9,118.3,2,10,4,2,2,1,1,1,0,1,0,0,AAC Block,Hip,Ceramic Tile,21,12,Sliding,Luxury,2012,0,Minimalist,11581.57,26.59,6045.0,12090.0,11,3934583.0,460,325.44
USA,Mediterranean,Temperate,30.2,65.2,1,12,5,2,1,1,1,0,1,0,0,0,Concrete Block,Flat,Granite,16,8,Sliding,Standard,2021,1,Rustic,1969.04,4.52,849.0,849.0,10,118227.0,101,139.25
UK,Contemporary,Mediterranean,147.6,31.7,1,10,1,3,1,1,1,1,1,1,0,0,AAC Block,Gable,Marble,11,16,Casement,Economy,2017,1,Rustic,4678.92,10.74,2777.0,2777.0,8,541931.0,172,195.15
India,Colonial,Arid,66.3,54.8,2,10,2,4,2,1,1,1,0,1,0,0,Wood Frame,Hip,Granite,27,18,Casement,Premium,2003,1,Modern,3633.24,8.34,1899.0,3798.0,11,256880.0,214,67.64
USA,Contemporary,Temperate,39.3,54.4,1,10,2,3,1,1,1,1,1,1,1,0,Stone,Hip,Hardwood,19,10,Casement,Premium,1993,1,Contemporary,2137.9199999999996,4.91,1429.0,1429.0,9,457065.0,128,319.85
USA,Minimalist,Temperate,132.5,34.7,3,11,3,3,1,1,1,1,1,0,0,0,Red Brick,Gable,Hardwood,12,16,Casement,Premium,2003,1,Contemporary,4597.75,10.55,2106.0,6318.0,10,1627283.0,306,257.56
Canada,Minimalist,Continental,48.2,74.8,3,10,3,3,1,1,1,1,1,0,0,0,Concrete Block,Shed,Vinyl,6,5,Casement,Standard,1974,1,Modern,3605.36,8.28,2153.0,6459.0,10,1085289.0,313,168.03
Italy,Mediterranean,Mediterranean,33.0,82.4,1,10,1,3,2,1,1,1,1,1,1,0,Stone,Flat,Hardwood,21,6,Casement,Economy,1982,1,Minimalist,2719.2000000000003,6.24,1277.0,1277.0,9,330176.0,135,258.56
UK,Cottage,Continental,89.4,94.2,1,10,2,2,1,1,0,1,1,1,0,0,Steel Frame,Gable,Granite,17,6,Sliding,Premium,2022,0,Modern,8421.480000000001,19.33,3722.0,3722.0,7,1087554.0,196,292.2
UK,Minimalist,Continental,45.6,29.8,2,12,3,3,2,1,1,1,1,1,1,0,Red Brick,Hip,Ceramic Tile,27,11,Single Hung,Premium,2004,0,Minimalist,1358.88,3.12,912.0,1824.0,11,477591.0,178,261.84
USA,Traditional,Temperate,147.9,51.2,1,10,4,3,1,1,1,0,1,1,1,0,Concrete Block,Flat,Hardwood,17,14,Floor to Ceiling,Luxury,1965,0,Minimalist,7572.4800000000005,17.38,3856.0,3856.0,10,933817.0,209,242.17
France,Colonial,Continental,31.2,58.7,2,10,5,3,1,1,1,0,0,1,0,0,Wood Frame,Flat,Marble,8,16,Double Hung,Luxury,2002,1,Contemporary,1831.44,4.2,1056.0,2112.0,11,799296.0,170,378.45
Canada,Traditional,Tropical,36.1,109.8,2,9,5,3,1,1,1,1,1,1,0,0,Stone,Gable,Vinyl,16,7,Single Hung,Premium,2015,1,Traditional,3963.78,9.1,1688.0,3376.0,12,1098128.0,194,325.27
USA,Colonial,Mediterranean,130.0,110.6,2,11,2,2,1,1,1,0,0,0,0,0,Red Brick,Hip,Ceramic Tile,11,19,Sliding,Standard,1960,1,Minimalist,14378.0,33.01,6433.0,12866.0,7,2212327.0,476,171.95
USA,Modern,Continental,58.8,49.7,3,10,6,4,1,1,1,1,1,0,0,0,Red Brick,Hip,Laminate,23,13,Sliding,Standard,1973,1,Minimalist,2922.36,6.71,2026.0,6078.0,14,973116.0,301,160.1
